timestamp,tag,impl,mode,status,batch,seqlen,median_ms,mean_ms,std_ms,p25_ms,p75_ms,min_ms,max_ms,tokens_per_s,peak_mem_mib,warmup,iters,seed,hidden_size,num_heads,num_kv_heads,head_dim,dtype,block_size,block_counts,window_size,error
2026-07-03T21:32:43,boundary,nsa,fwdbwd,ok,1,245760,1461.2177,1462.0354,1.7678,1460.3983,1464.4902,1460.3983,1464.4902,168188.5,13965.5,1,3,0,2048,32,2,64,bfloat16,64,16,512,
2026-07-03T21:34:06,boundary,nsa,fwdbwd,cuda_error,1,270336,,,,,,,,,,1,3,0,2048,32,2,64,bfloat16,64,16,512,RuntimeError: Triton Error [CUDA]: an illegal memory access was encountered
